date,QNH,QFE,temp,RH,DP_temp,visibility
2024/11/6 21:00,1025.5,816.1,13.5,100,13.5,10000
2024/11/6 22:00,1025,815.7,12.5,94,11.6,10000
2024/11/6 23:00,1025.2,814.6,9.2,100,8.6,10000
2024/11/7 0:00,1024.9,815.6,11,100,11,10000
2024/11/7 1:00,1025.8,816.3,11.2,100,11.2,20000
2024/11/7 2:00,1026.3,816.7,11.5,100,11.5,20000
2024/11/7 3:00,1026.7,817,11.5,100,11.5,10000
2024/11/7 4:00,1026.4,816.8,11.4,100,11.4,10000
2024/11/7 5:00,1025.8,816.3,11.5,100,11.5,10000
2024/11/7 6:00,1025.3,815.9,11.4,100,11.4,10000
2024/11/7 7:00,1024.8,815.5,12,100,12,6000
2024/11/7 8:00,1024.5,815.3,11.8,100,11.8,8000
2024/11/7 9:00,1024.9,815.6,11.7,100,11.7,3000
2024/11/7 10:00,1025.2,815.8,11.3,100,11.3,10000
2024/11/7 11:00,1024.7,815.4,11.3,100,11.3,10000
2024/11/7 12:00,1025.9,816.4,11.1,100,11.1,10000
2024/11/7 13:00,1026.3,816.7,10.6,100,10.6,10000
2024/11/7 14:00,1026.7,817,10.6,100,10.6,10000
2024/11/7 15:00,1027.3,817.5,10.5,100,10.5,10000
2024/11/7 16:00,1027.3,817.5,10.5,100,10.5,9000
2024/11/7 17:00,1026.4,816.8,11.1,100,11.1,10000
2024/11/7 18:00,1025.8,816.3,11,100,11,10000
2024/11/7 19:00,1025.2,815.8,11.2,100,11.2,9000
2024/11/7 20:00,1024.7,815.4,11.4,100,11.4,10000
2024/11/7 21:00,1024.7,815.4,11.5,100,11.5,10000
2024/11/7 22:00,1024.4,815.2,11.3,100,11.3,10000
2024/11/7 23:00,1024.3,815.1,11.2,100,11.2,10000
2024/11/8 0:00,1025.8,816.3,9,100,9,30000
2024/11/8 1:00,1026.9,817.2,10.3,100,10.3,30000
2024/11/8 2:00,1027.2,817.4,12.5,88,10.6,30000
2024/11/8 3:00,1027.8,817.9,13.8,82,10.8,30000
2024/11/8 4:00,1027.2,817.4,14.6,74,10.1,30000
2024/11/8 5:00,1026.4,816.8,14.4,80,11,30000
2024/11/8 6:00,1025.9,816.4,15,76,10.9,30000
2024/11/8 7:00,1024.5,815.3,16.6,63,9.6,30000
2024/11/8 8:00,1023.7,814.6,16,64,9.3,30000
2024/11/8 9:00,1023.5,814.5,16.1,66,9.8,30000
2024/11/8 10:00,1024.2,815,14.6,71,9.5,30000
2024/11/8 11:00,1025,815.7,12.8,75,8.5,30000
2024/11/8 12:00,1025.8,816.3,11.1,84,8.5,30000
2024/11/8 13:00,1026.5,816.9,10,97,9.6,30000
2024/11/8 14:00,1027.3,817.5,8.4,100,8.4,30000
2024/11/8 15:00,1027,817.3,8.8,100,8.8,10000
2024/11/8 16:00,1027.2,817.4,8.6,100,8.6,10000
2024/11/8 17:00,1026.9,817.2,10.5,100,10.5,10000
2024/11/8 18:00,1026.7,817,10.3,100,10.3,10000
2024/11/8 19:00,1025.8,816.3,10.2,100,10.2,10000
2024/11/8 20:00,1025.8,816.3,10.1,100,10.1,9000
2024/11/8 21:00,1025.2,815.8,10.2,100,10.2,9000
2024/11/8 22:00,1025.3,815.9,9.9,100,9.9,9000
2024/11/8 23:00,1025.2,815.8,9.7,100,9.7,10000
2024/11/9 0:00,1026.4,816.8,7.8,100,7.8,10000
2024/11/9 1:00,1027,817.3,11.4,95,10.6,30000
2024/11/9 2:00,1027.8,817.9,14.2,72,9.3,30000
2024/11/9 3:00,1028.1,818.1,14.8,70,9.4,30000
2024/11/9 4:00,1027.4,817.6,16.2,64,9.5,30000
2024/11/9 5:00,1026.5,816.9,18.4,56,9.6,30000
2024/11/9 6:00,1025.4,816,19.4,51,9.1,30000
2024/11/9 7:00,1024.4,815.2,20,49,9.1,30000
2024/11/9 8:00,1024,814.9,19.5,49,8.6,30000
2024/11/9 9:00,1023.9,814.8,19.4,46,7.6,30000
2024/11/9 10:00,1024,814.9,18.4,59,10.3,30000
2024/11/9 11:00,1024.4,815.2,15.1,79,11.5,30000
2024/11/9 12:00,1025.2,815.8,12.3,100,12.3,30000
2024/11/9 13:00,1025.9,816.4,11.4,100,11.4,30000
2024/11/9 14:00,1026.3,816.7,12.8,99,12.7,10000
2024/11/9 15:00,1026.8,817.1,10.2,100,10.2,10000
2024/11/9 16:00,1026.8,817.1,11.7,100,11.7,10000
2024/11/9 17:00,1026.8,817.1,8.1,100,8.1,10000
2024/11/9 18:00,1026.5,816.9,8.9,100,8.9,10000
2024/11/9 19:00,1026.3,816.7,9.3,100,9.3,10000
2024/11/9 20:00,1026,816.5,10,100,10,10000
2024/11/9 21:00,1025.8,816.3,10.1,100,10.1,10000
2024/11/9 22:00,1025.7,816.2,10.1,100,10.1,10000
2024/11/9 23:00,1026,816.5,8.9,100,8.9,10000
2024/11/10 0:00,1026.7,817,8.8,100,8.8,30000
2024/11/10 1:00,1027.3,817.5,13.7,100,13.7,30000
2024/11/10 2:00,1027.9,818,15,95,14.2,30000
2024/11/10 3:00,1028.1,818.1,16.8,73,12,30000
2024/11/10 4:00,1027.4,817.6,18.2,65,11.6,30000
2024/11/10 5:00,1026.7,817,19.4,54,10,30000
2024/11/10 6:00,1025.7,816.2,20.1,60,12.2,30000
2024/11/10 7:00,1024.8,815.5,20.7,52,10.6,30000
2024/11/10 8:00,1024.4,815.2,20.9,47,9.3,30000
2024/11/10 9:00,1024.2,815,20.2,51,9.9,30000
2024/11/10 10:00,1023.9,814.8,18.8,63,11.7,30000
2024/11/10 11:00,1024.3,815.1,16.5,71,11.3,30000
2024/11/10 12:00,1024.9,815.6,14.7,86,12.4,30000
2024/11/10 13:00,1025.7,816.2,14.8,100,14.8,30000
2024/11/10 14:00,1026.3,816.7,13.6,100,13.6,10000
2024/11/10 15:00,1026.3,816.7,12.5,100,12.5,10000
2024/11/10 16:00,1026.4,816.8,11.8,100,11.8,10000
2024/11/10 17:00,1026.4,816.8,10.4,100,10.4,10000
2024/11/10 18:00,1026.2,816.6,10.7,100,10.7,10000
2024/11/10 19:00,1026,816.5,9.7,100,9.7,10000
2024/11/10 20:00,1025.7,816.2,9.6,100,9.6,10000
2024/11/10 21:00,1025.5,816.1,9.1,100,9.1,10000
2024/11/10 22:00,1025.7,816.2,8.8,100,8.8,10000
2024/11/10 23:00,1026.3,816.7,8.6,100,8.6,10000
2024/11/11 0:00,1025.5,816.1,9.1,100,9.1,30000
2024/11/11 1:00,1026.5,816.9,14.3,92,13,30000
2024/11/11 2:00,1026.9,817.2,16.2,82,13.2,30000
2024/11/11 3:00,1027,817.3,18.3,66,11.9,30000
2024/11/11 4:00,1026.3,816.7,18.6,54,9.2,30000
2024/11/11 5:00,1025.3,815.9,19.7,55,10.5,30000
2024/11/11 6:00,1023.9,814.8,20.1,58,11.7,30000
2024/11/11 7:00,1023,814.1,21.1,50,10.4,30000
2024/11/11 8:00,1022.5,813.7,21.1,53,11.3,30000
2024/11/11 9:00,1022.4,813.6,20.2,55,11,30000
2024/11/11 10:00,1022.5,813.7,18.7,63,11.6,30000
2024/11/11 11:00,1023,814.1,16.5,73,11.7,30000
2024/11/11 12:00,1023.9,814.8,16,79,12.4,30000
2024/11/11 13:00,1024.8,815.5,13.4,100,13.4,30000
2024/11/11 14:00,1025.3,815.9,11.4,100,11.4,30000
2024/11/11 15:00,1025.7,816.2,10.4,100,10.4,10000
2024/11/11 16:00,1025.7,816.2,10.1,100,10.1,10000
2024/11/11 17:00,1026,816.5,11.8,100,11.8,10000
2024/11/11 18:00,1025.8,816.3,12.2,100,12.2,10000
2024/11/11 19:00,1025.4,816,11.6,100,11.6,10000
2024/11/11 20:00,1024.8,815.5,10.7,100,10.7,10000
2024/11/11 21:00,1024.5,815.3,10,100,10,10000
2024/11/11 22:00,1024.2,815,10.4,100,10.4,10000
2024/11/11 23:00,1024.8,815.5,10.6,100,10.6,10000
2024/11/12 0:00,1024.9,815.6,7.9,100,7.9,30000
2024/11/12 1:00,1025.5,816.1,12.9,72,8,30000
2024/11/12 2:00,1026.3,816.7,16.1,60,8.4,30000
2024/11/12 3:00,1026.7,817,16.6,54,7.3,30000
2024/11/12 4:00,1026,816.5,18,45,6,30000
2024/11/12 5:00,1024.9,815.6,18.6,44,6.2,30000
2024/11/12 6:00,1023.5,814.5,19.8,42,6.7,30000
2024/11/12 7:00,1022.3,813.5,19.8,46,8,30000
2024/11/12 8:00,1021.8,813.1,19.9,47,8.4,30000
2024/11/12 9:00,1021.3,812.7,19.6,48,8.4,30000
2024/11/12 10:00,1021.3,812.7,18,49,7.2,30000
2024/11/12 11:00,1021.5,812.9,14.7,62,7.6,30000
2024/11/12 12:00,1022,813.3,14.8,64,8.1,30000
2024/11/12 13:00,1022.8,813.9,11.3,83,8.5,30000
2024/11/12 14:00,1023.1,814.2,9.5,93,8.4,10000
2024/11/12 15:00,1023.1,814.2,9.1,100,9.1,10000
2024/11/12 16:00,1023,814.1,8.6,100,8.6,10000
2024/11/12 17:00,1025,815.7,10.3,99,10.2,10000
2024/11/12 18:00,1024.8,815.5,9.4,100,9.4,10000
2024/11/12 19:00,1024.5,815.3,8.8,100,8.8,10000
2024/11/12 20:00,1024.3,815.1,8.8,100,8.8,10000
2024/11/12 21:00,1024.2,815,8.5,100,8.5,10000
2024/11/12 22:00,1024.2,815,8.2,100,8.2,10000
2024/11/12 23:00,1024.3,815.1,8.3,100,8.3,10000
2024/11/13 0:00,1022.9,814,5.3,100,5.3,10000
2024/11/13 1:00,1023.6,814.6,10.8,93,9.7,30000
2024/11/13 2:00,1024.4,815.2,14.9,47,3.8,30000
2024/11/13 3:00,1025,815.7,17,51,6.9,30000
2024/11/13 4:00,1024.8,815.5,17.9,48,6.9,30000
2024/11/13 5:00,1024.2,815,18.4,46,6.7,30000
2024/11/13 6:00,1023.1,814.2,19,43,6.3,30000
2024/11/13 7:00,1022.1,813.4,19.5,45,7.4,30000
2024/11/13 8:00,1021.4,812.8,19,48,7.9,30000
2024/11/13 9:00,1021.1,812.6,18.6,51,8.4,30000
2024/11/13 10:00,1021.4,812.8,17.1,50,6.7,30000
2024/11/13 11:00,1021.8,813.1,14.7,66,8.5,30000
2024/11/13 12:00,1022.5,813.7,11.5,80,8.2,30000
2024/11/13 13:00,1023.3,814.3,9.3,94,8.4,30000
2024/11/13 14:00,1023.8,814.7,8.5,100,8.5,10000
2024/11/13 15:00,1024.2,815,8.5,89,6.8,10000
2024/11/13 16:00,1024.2,815,6.5,100,6.5,10000
2024/11/13 17:00,1022.8,813.9,8.3,99,8.2,10000
2024/11/13 18:00,1022.6,813.8,7.3,100,7.3,10000
2024/11/13 19:00,1022.3,813.5,7.1,100,7.1,10000
2024/11/13 20:00,1022.1,813.4,6.7,100,6.7,10000
2024/11/13 21:00,1021.9,813.2,6.6,100,6.6,10000
2024/11/13 22:00,1021.8,813.1,5.6,100,5.6,10000
2024/11/13 23:00,1022,813.3,5.2,100,5.2,10000
2024/11/14 0:00,1023.9,814.8,7.2,85,4.9,30000
2024/11/14 1:00,1024.7,815.4,14.3,67,8.3,30000
2024/11/14 2:00,1025.3,815.9,14.6,62,7.5,30000
2024/11/14 3:00,1025.8,816.3,15.7,55,6.8,30000
2024/11/14 4:00,1025.3,815.9,16.7,56,8,30000
2024/11/14 5:00,1024,814.9,17.9,52,8,30000
2024/11/14 6:00,1023.1,814.2,18.3,50,7.8,30000
2024/11/14 7:00,1022,813.3,18.8,50,8.3,30000
2024/11/14 8:00,1021.4,812.8,19.5,50,8.9,30000
2024/11/14 9:00,1021.3,812.7,18.5,53,8.9,30000
2024/11/14 10:00,1021.5,812.9,16.9,60,9.2,30000
2024/11/14 11:00,1021.9,813.2,14.3,72,9.4,30000
2024/11/14 12:00,1022.6,813.8,13.6,74,9.1,30000
2024/11/14 13:00,1023.4,814.4,12.2,79,8.7,30000
2024/11/14 14:00,1023.6,814.6,11.7,79,8.2,10000
2024/11/14 15:00,1023.9,814.8,10.4,86,8.2,10000
2024/11/14 16:00,1023.8,814.7,8.8,100,8.8,10000
2024/11/14 17:00,1023.9,814.8,6.1,97,5.7,10000
2024/11/14 18:00,1023.5,814.5,6.8,93,5.8,10000
2024/11/14 19:00,1023.1,814.2,6.4,94,5.5,10000
2024/11/14 20:00,1022.6,813.8,7.4,81,4.4,30000
2024/11/14 21:00,1022.6,813.8,9,72,4.3,30000
2024/11/14 22:00,1022.9,814,9.5,75,5.3,30000
2024/11/14 23:00,1023.4,814.4,8.2,80,5,30000
2024/11/15 0:00,1022.8,813.9,6,100,6,30000
2024/11/15 1:00,1023.6,814.6,9.8,97,9.4,30000
2024/11/15 2:00,1024.2,815,13.6,75,9.3,30000
2024/11/15 3:00,1024.4,815.2,14.7,62,7.6,30000
2024/11/15 4:00,1024,814.9,16.2,53,6.7,30000
2024/11/15 5:00,1023.1,814.2,17.4,52,7.5,30000
2024/11/15 6:00,1021.9,813.2,17.7,50,7.3,30000
2024/11/15 7:00,1020.9,812.4,18.3,50,7.8,30000
2024/11/15 8:00,1020.5,812.1,18.5,51,8.3,30000
2024/11/15 9:00,1020.5,812.1,17.5,57,9,30000
2024/11/15 10:00,1020.5,812.1,16.3,65,9.8,30000
2024/11/15 11:00,1021,812.5,13.8,79,10.3,30000
2024/11/15 12:00,1021.8,813.1,13.2,80,9.9,30000
2024/11/15 13:00,1022.3,813.5,12.5,84,9.9,30000
2024/11/15 14:00,1022.5,813.7,11.3,95,10.5,30000
2024/11/15 15:00,1022.5,813.7,11.5,98,11.2,10000
2024/11/15 16:00,1022.8,813.9,8.6,100,8.6,10000
2024/11/15 17:00,1023.5,814.5,7.4,100,7.4,10000
2024/11/15 18:00,1023.3,814.3,7.4,100,7.4,10000
2024/11/15 19:00,1022.8,813.9,6.5,100,6.5,10000
2024/11/15 20:00,1022.3,813.5,6.3,100,6.3,10000
2024/11/15 21:00,1022.1,813.4,6.1,100,6.1,10000
2024/11/15 22:00,1021.9,813.2,6.2,100,6.2,10000
2024/11/15 23:00,1022.4,813.6,6.1,100,6.1,10000
2024/11/16 0:00,1022,813.3,9.3,100,9.3,10000
2024/11/16 1:00,1022.9,814,10.4,100,10.4,30000
2024/11/16 2:00,1023.8,814.7,14.2,70,8.9,30000
2024/11/16 3:00,1024.5,815.3,13,82,10,30000
2024/11/16 4:00,1024.2,815,15.4,69,9.8,30000
2024/11/16 5:00,1023.1,814.2,16.3,65,9.8,30000
2024/11/16 6:00,1022,813.3,17.6,58,9.3,30000
2024/11/16 7:00,1021.1,812.6,19,48,7.9,30000
2024/11/16 8:00,1020.5,812.1,19.1,52,9.1,30000
2024/11/16 9:00,1020.4,812,18.4,51,8.2,30000
2024/11/16 10:00,1020.4,812,17,56,8.3,30000
2024/11/16 11:00,1021,812.5,13.9,72,9,30000
2024/11/16 12:00,1021.6,813,11.9,80,8.6,30000
2024/11/16 13:00,1022.4,813.6,10.8,87,8.7,30000
2024/11/16 14:00,1022.8,813.9,8.5,100,8.5,30000
2024/11/16 15:00,1023.1,814.2,9.1,100,9.1,10000
2024/11/16 16:00,1023,814.1,7.9,100,7.9,10000
2024/11/16 17:00,1022.4,813.6,8.5,100,8.5,10000
2024/11/16 18:00,1022.1,813.4,7.5,100,7.5,10000
2024/11/16 19:00,1021.6,813,7.5,100,7.5,10000
2024/11/16 20:00,1021.1,812.6,7.2,100,7.2,10000
2024/11/16 21:00,1020.8,812.3,7.5,100,7.5,10000
2024/11/16 22:00,1020.9,812.4,7.3,100,7.3,10000
2024/11/16 23:00,1021.4,812.8,7.7,100,7.7,10000
2024/11/17 0:00,1022.5,813.7,6.2,100,6.2,30000
2024/11/17 1:00,1023.5,814.5,9.8,100,9.8,30000
2024/11/17 2:00,1024.8,815.5,13,76,8.9,30000
2024/11/17 3:00,1025.3,815.9,13.7,71,8.6,30000
2024/11/17 4:00,1025,815.7,15.5,63,8.6,30000
2024/11/17 5:00,1024.3,815.1,18.7,39,4.6,30000
2024/11/17 6:00,1023,814.1,19.4,36,4.1,30000
2024/11/17 7:00,1022.4,813.6,19.5,34,3.4,30000
2024/11/17 8:00,1022,813.3,20.1,34,3.9,30000
2024/11/17 9:00,1022,813.3,18.9,35,3.2,30000
2024/11/17 10:00,1022,813.3,17.2,35,1.7,30000
2024/11/17 11:00,1022,813.3,12.1,53,2.9,30000
2024/11/17 12:00,1022.8,813.9,8,76,4.1,30000
2024/11/17 13:00,1023.4,814.4,7.8,80,4.6,30000
2024/11/17 14:00,1023.9,814.8,7.4,85,5.1,10000
2024/11/17 15:00,1024,814.9,7.1,87,5.1,10000
2024/11/17 16:00,1024.4,815.2,7.1,86,4.9,10000
2024/11/17 17:00,1022.5,813.7,8.5,100,8.5,10000
2024/11/17 18:00,1022.1,813.4,7.7,100,7.7,10000
2024/11/17 19:00,1021.8,813.1,7.1,100,7.1,10000
2024/11/17 20:00,1021.3,812.7,6.8,100,6.8,10000
2024/11/17 21:00,1021.3,812.7,6.9,100,6.9,10000
2024/11/17 22:00,1021.5,812.9,8.1,100,8.1,10000
2024/11/17 23:00,1021.9,813.2,6.4,100,6.4,10000
2024/11/18 0:00,1025.3,815.9,10.8,76,6.8,30000
2024/11/18 1:00,1026,816.5,12.1,73,7.4,30000
2024/11/18 2:00,1026.8,817.1,14,72,9.1,30000
2024/11/18 3:00,1027.3,817.5,15.7,59,7.8,30000
2024/11/18 4:00,1027.3,817.5,17.4,55,8.4,30000
2024/11/18 5:00,1026.3,816.7,18.9,47,7.5,30000
2024/11/18 6:00,1025.4,816,18.4,53,8.8,30000
2024/11/18 7:00,1024.3,815.1,20,44,7.5,30000
2024/11/18 8:00,1024,814.9,19.6,43,6.8,30000
2024/11/18 9:00,1023.7,814.6,19.3,46,7.5,30000
2024/11/18 10:00,1023.4,814.4,18,54,8.7,30000
2024/11/18 11:00,1023.8,814.7,15.4,68,9.6,30000
2024/11/18 12:00,1024.4,815.2,14.5,68,8.7,30000
2024/11/18 13:00,1025,815.7,9.8,92,8.6,30000
2024/11/18 14:00,1025.5,816.1,9.6,100,9.6,30000
2024/11/18 15:00,1025.7,816.2,9.5,100,9.5,10000
2024/11/18 16:00,1025.9,816.4,11.5,88,9.6,10000
2024/11/18 17:00,1024.4,815.2,6.7,87,4.7,10000
2024/11/18 18:00,1024.4,815.2,6.3,100,6.3,10000
2024/11/18 19:00,1024.2,815,6.6,99,6.5,10000
2024/11/18 20:00,1023.9,814.8,6.8,100,6.8,10000
2024/11/18 21:00,1024.2,815,6.8,100,6.8,10000
2024/11/18 22:00,1024.4,815.2,7.2,100,7.2,10000
2024/11/18 23:00,1024.5,815.3,7.2,100,7.2,15000
2024/11/19 0:00,1025.9,816.4,12.3,69,6.8,10000
2024/11/19 1:00,1026.5,816.9,13.3,68,7.6,30000
2024/11/19 2:00,1027.5,817.7,14.7,62,7.6,30000
2024/11/19 3:00,1028.2,818.2,14.3,71,9.2,30000
2024/11/19 4:00,1027.8,817.9,16.5,59,8.5,30000
2024/11/19 5:00,1026.7,817,18.2,54,8.8,30000
2024/11/19 6:00,1025.5,816.1,19.5,52,9.5,30000
2024/11/19 7:00,1024.9,815.6,19.7,55,10.5,30000
2024/11/19 8:00,1024.2,815,20.1,57,11.4,30000
2024/11/19 9:00,1023.9,814.8,18,64,11.2,30000
2024/11/19 10:00,1023.9,814.8,17,73,12.2,30000
2024/11/19 11:00,1024.2,815,15.6,80,12.2,30000
2024/11/19 12:00,1024.7,815.4,13.4,100,13.4,20000
2024/11/19 13:00,1025.3,815.9,12.3,100,12.3,20000
2024/11/19 14:00,1025.9,816.4,12.1,100,12.1,10000
2024/11/19 15:00,1026.2,816.6,13.5,100,13.5,10000
2024/11/19 16:00,1026.3,816.7,13.5,100,13.5,10000
2024/11/19 17:00,1025.7,816.2,12.5,75,8.2,10000
2024/11/19 18:00,1025.5,816.1,12.7,68,7,10000
2024/11/19 19:00,1025.3,815.9,10.9,75,6.7,10000
2024/11/19 20:00,1025.3,815.9,9.4,88,7.5,10000
2024/11/19 21:00,1025.3,815.9,7.8,100,7.8,10000
2024/11/19 22:00,1025.2,815.8,12.2,70,6.9,10000
2024/11/19 23:00,1025.8,816.3,10.9,77,7.1,10000
2024/11/20 0:00,1025.4,816,8.9,100,8.9,30000
2024/11/20 1:00,1026.2,816.6,12.8,97,12.3,30000
2024/11/20 2:00,1026.9,817.2,14.5,80,11.1,30000
2024/11/20 3:00,1027.5,817.7,13.9,75,9.6,30000
2024/11/20 4:00,1027.3,817.5,14.6,60,7,30000
2024/11/20 5:00,1026.5,816.9,14.6,65,8.2,30000
2024/11/20 6:00,1025.2,815.8,17.2,54,7.9,30000
2024/11/20 7:00,1024,814.9,17.9,49,7.1,30000
2024/11/20 8:00,1023.5,814.5,16.2,55,7.2,30000
2024/11/20 9:00,1023.5,814.5,13.5,80,10.2,30000
2024/11/20 10:00,1022.9,814,14.6,63,7.7,30000
2024/11/20 11:00,1023,814.1,11.1,81,8,30000
2024/11/20 12:00,1023.3,814.3,11.9,70,6.6,30000
2024/11/20 13:00,1023.8,814.7,11.2,80,7.9,30000
2024/11/20 14:00,1024.5,815.3,10.9,83,8.2,30000
2024/11/20 15:00,1025.3,815.9,11,81,7.9,10000
2024/11/20 16:00,1025.2,815.8,10.5,84,7.9,10000
2024/11/20 17:00,1026.2,816.6,13.8,100,13.8,10000
2024/11/20 18:00,1025.9,816.4,13,100,13,10000
2024/11/20 19:00,1025.7,816.2,12.8,100,12.8,10000
2024/11/20 20:00,1025,815.7,11,100,11,15000
2024/11/20 21:00,1025,815.7,11.1,100,11.1,15000
2024/11/20 22:00,1024.9,815.6,11.3,100,11.3,15000
2024/11/20 23:00,1025,815.7,10.3,100,10.3,15000
2024/11/21 0:00,1024.8,815.5,9.3,98,9,10000
2024/11/21 1:00,1025.7,816.2,9.3,100,9.3,30000
2024/11/21 2:00,1026.3,816.7,11.1,82,8.2,30000
2024/11/21 3:00,1026.5,816.9,13,78,9.3,30000
2024/11/21 4:00,1026.4,816.8,12.2,89,10.5,30000
2024/11/21 5:00,1025.7,816.2,12.8,83,10,30000
2024/11/21 6:00,1024.3,815.1,12.4,87,10.3,30000
2024/11/21 7:00,1023.3,814.3,13.9,84,11.3,30000
2024/11/21 8:00,1022.6,813.8,15.5,69,9.9,30000
2024/11/21 9:00,1022.5,813.7,15.2,75,10.9,30000
2024/11/21 10:00,1022.6,813.8,14.3,80,10.9,30000
2024/11/21 11:00,1022.8,813.9,11.9,100,11.9,30000
2024/11/21 12:00,1023.3,814.3,11.1,100,11.1,30000
2024/11/21 13:00,1024,814.9,9.9,100,9.9,30000
2024/11/21 14:00,1024.4,815.2,8.5,100,8.5,30000
2024/11/21 15:00,1024.8,815.5,8.3,100,8.3,10000
2024/11/21 16:00,1024.8,815.5,8.1,100,8.1,10000
2024/11/21 17:00,1024.8,815.5,10.2,85,7.8,10000
2024/11/21 18:00,1024.8,815.5,9.2,100,9.2,10000
2024/11/21 19:00,1023.6,814.6,9.1,96,8.5,10000
2024/11/21 20:00,1022.8,813.9,9.8,85,7.4,10000
2024/11/21 21:00,1023.9,814.8,8.9,100,8.9,10000
2024/11/21 22:00,1023.8,814.7,8.9,100,8.9,10000
2024/11/21 23:00,1024.3,815.1,9.1,100,9.1,10000
2024/11/22 0:00,1024,814.9,7.5,100,7.5,30000
2024/11/22 1:00,1025,815.7,10.6,100,10.6,30000
2024/11/22 2:00,1025.8,816.3,12.2,90,10.6,30000
2024/11/22 3:00,1025.9,816.4,14.3,71,9.2,30000
2024/11/22 4:00,1025.8,816.3,13.5,69,8,30000
2024/11/22 5:00,1024.7,815.4,15.9,63,8.9,30000
2024/11/22 6:00,1023.4,814.4,16.4,58,8.2,30000
2024/11/22 7:00,1022.4,813.6,15.3,70,9.9,30000
2024/11/22 8:00,1021.8,813.1,13.2,80,9.9,30000
2024/11/22 9:00,1021.5,812.9,13,70,7.7,30000
2024/11/22 10:00,1021.6,813,14.5,72,9.6,30000
2024/11/22 11:00,1021.9,813.2,11.5,88,9.6,30000
2024/11/22 12:00,1022.5,813.7,8.8,100,8.8,30000
2024/11/22 13:00,1023.1,814.2,8.5,100,8.5,30000
2024/11/22 14:00,1024.2,815,8.1,100,8.1,30000
2024/11/22 15:00,1024.7,815.4,8,100,8,30000
2024/11/22 16:00,1024.7,815.4,7.8,100,7.8,10000
2024/11/22 17:00,1024.7,815.4,7.6,100,7.6,10000
2024/11/22 18:00,1023.9,814.8,9.3,100,9.3,10000
2024/11/22 19:00,1023.6,814.6,9.5,100,9.5,10000
2024/11/22 20:00,1023.4,814.4,7.7,100,7.7,10000
2024/11/22 21:00,1023.1,814.2,8.2,100,8.2,10000
2024/11/22 22:00,1023,814.1,7.6,100,7.6,10000
2024/11/22 23:00,1023.6,814.6,6.3,100,6.3,10000
2024/11/23 0:00,1023.9,814.8,6.8,100,6.8,10000
2024/11/23 1:00,1024.5,815.3,10.2,100,10.2,30000
2024/11/23 2:00,1025.3,815.9,11.6,100,11.6,30000
2024/11/23 3:00,1025.5,816.1,14.5,73,9.8,30000
2024/11/23 4:00,1025,815.7,15.1,73,10.4,30000
2024/11/23 5:00,1024.3,815.1,16.1,63,9.1,30000
2024/11/23 6:00,1023.1,814.2,15.5,65,9,30000
2024/11/23 7:00,1022.1,813.4,15.4,65,8.9,30000
2024/11/23 8:00,1021.6,813,16.5,62,9.3,30000
2024/11/23 9:00,1021.6,813,15.7,65,9.2,30000
2024/11/23 10:00,1022,813.3,15.3,66,9.1,30000
2024/11/23 11:00,1022.5,813.7,13,77,9.1,30000
2024/11/23 12:00,1023.3,814.3,12,82,9.1,20000
2024/11/23 13:00,1023.9,814.8,8.8,100,8.8,20000
2024/11/23 14:00,1024.4,815.2,8,100,8,20000
2024/11/23 15:00,1024.7,815.4,8.2,100,8.2,10000
2024/11/23 16:00,1024.7,815.4,7.6,100,7.6,10000
2024/11/23 17:00,1024.4,815.2,7.5,100,7.5,10000
2024/11/23 18:00,1023.8,814.7,8.6,100,8.6,10000
2024/11/23 19:00,1023.5,814.5,7.3,100,7.3,10000
2024/11/23 20:00,1023.1,814.2,7.3,100,7.3,10000
2024/11/23 21:00,1022.9,814,7.1,100,7.1,10000
2024/11/23 22:00,1022.9,814,6.7,100,6.7,10000
2024/11/23 23:00,1023.1,814.2,9.2,100,9.2,10000
2024/11/24 0:00,1023.6,814.6,5.6,100,5.6,10000
2024/11/24 1:00,1024.3,815.1,8.9,100,8.9,30000
2024/11/24 2:00,1024.9,815.6,13.6,68,7.9,30000
2024/11/24 3:00,1025.5,816.1,14.1,68,8.3,30000
2024/11/24 4:00,1025.3,815.9,14.6,61,7.2,30000
2024/11/24 5:00,1024.5,815.3,15.9,59,8,30000
2024/11/24 6:00,1023.1,814.2,16.5,57,8,30000
2024/11/24 7:00,1022.3,813.5,16.3,55,7.3,30000
2024/11/24 8:00,1021.9,813.2,16.9,54,7.6,30000
2024/11/24 9:00,1021.9,813.2,15.9,58,7.7,30000
2024/11/24 10:00,1022,813.3,14.5,61,7.1,30000
2024/11/24 11:00,1022.5,813.7,11.7,74,7.3,30000
2024/11/24 12:00,1023.3,814.3,11.4,77,7.5,30000
2024/11/24 13:00,1024,814.9,11,79,7.5,30000
2024/11/24 14:00,1024.7,815.4,10,84,7.4,30000
2024/11/24 15:00,1024.7,815.4,9.1,100,9.1,10000
2024/11/24 16:00,1024.9,815.6,7.8,100,7.8,10000
2024/11/24 17:00,1024.3,815.1,7.3,100,7.3,10000
2024/11/24 18:00,1023.9,814.8,6.6,100,6.6,10000
2024/11/24 19:00,1023.6,814.6,6,100,6,10000
2024/11/24 20:00,1023.5,814.5,6.2,100,6.2,10000
2024/11/24 21:00,1023,814.1,8.3,100,8.3,10000
